Pep_0	sp|P98160|PGBM_HUMAN	0.34	80.000	10	16
Pep_0	sp|Q8NAP3|ZBT38_HUMAN	3.0	70.000	10	16
Pep_0	sp|Q9BVL4|SELO_HUMAN	7.9	77.778	9	16
Pep_0	sp|P07355|ANXA2_HUMAN	8.3	60.000	10	16
Pep_0	sp|P54792|DVLP1_HUMAN	8.6	50.000	14	16
Pep_1	sp|O95831|AIFM1_HUMAN	0.71	100.000	7	16
Pep_1	sp|P15884|ITF2_HUMAN	0.94	100.000	7	16
Pep_1	sp|Q9NQ90|ANO2_HUMAN	1.2	77.778	9	16
Pep_1	sp|Q13485|SMAD4_HUMAN	2.5	72.727	11	16
Pep_1	sp|O14983|AT2A1_HUMAN	6.3	63.636	11	16
Pep_2	sp|Q8IV36|HID1_HUMAN	1.3	69.231	13	16
Pep_2	sp|P31327|CPSM_HUMAN	1.3	60.000	15	16
Pep_2	sp|Q9C091|GRB1L_HUMAN	5.9	70.000	10	16
Pep_2	sp|Q6QHC5|DEGS2_HUMAN	6.1	100.000	6	16
Pep_2	sp|Q6ZSS7|MFSD6_HUMAN	6.5	75.000	8	16
Pep_3	sp|Q5GH70|XKR9_HUMAN	0.62	75.000	12	16
Pep_3	sp|Q9H5Y7|SLIK6_HUMAN	8.6	85.714	7	16
Pep_4	sp|P98160|PGBM_HUMAN	0.60	100.000	7	10
Pep_4	sp|Q9H2B2|SYT4_HUMAN	2.7	75.000	8	10
Pep_4	sp|Q03052|PO3F1_HUMAN	3.6	85.714	7	10
Pep_4	sp|Q13023|AKAP6_HUMAN	4.5	85.714	7	10
Pep_4	sp|Q96P50|ACAP3_HUMAN	4.8	75.000	8	10
Pep_5	sp|O95831|AIFM1_HUMAN	0.71	100.000	7	16
Pep_5	sp|P15884|ITF2_HUMAN	0.86	100.000	7	16
Pep_5	sp|Q9NQ90|ANO2_HUMAN	1.2	77.778	9	16
Pep_5	sp|Q9BXX0|EMIL2_HUMAN	5.0	77.778	9	16
Pep_5	sp|Q6DN14|MCTP1_HUMAN	5.0	100.000	6	16
Pep_6	sp|Q96RL7|VP13A_HUMAN	2.7	85.714	7	9
Pep_6	sp|P0C263|SBK2_HUMAN	3.1	83.333	6	9
Pep_6	sp|P18146|EGR1_HUMAN	5.1	100.000	5	9
Pep_6	sp|Q5PRF9|SMAG2_HUMAN	7.2	100.000	5	9
Pep_6	sp|O95429|BAG4_HUMAN	7.3	83.333	6	9
Pep_7	sp|Q9UBE8|NLK_HUMAN	1.4	63.636	11	16
Pep_7	sp|Q96RL7|VP13A_HUMAN	2.1	85.714	7	16
Pep_7	sp|Q9UPU9|SMAG1_HUMAN	2.3	66.667	12	16
Pep_7	sp|Q12955|ANK3_HUMAN	4.4	66.667	9	16
Pep_7	sp|P29992|GNA11_HUMAN	5.7	77.778	9	16
Pep_8	sp|Q5T1H1|EYS_HUMAN	1.4	64.286	14	16
Pep_8	sp|Q8N616|TM148_HUMAN	1.6	77.778	9	16
Pep_8	sp|Q9HCC0|MCCB_HUMAN	4.0	100.000	6	16
Pep_8	sp|Q5TC12|ATPF1_HUMAN	5.9	77.778	9	16
Pep_8	sp|P48200|IREB2_HUMAN	8.6	100.000	6	16
Pep_9	sp|Q13797|ITA9_HUMAN	2.4	100.000	6	16
Pep_9	sp|Q86SS6|SYT9_HUMAN	2.6	42.857	21	16
Pep_9	sp|Q5VW22|AGAP6_HUMAN	5.0	61.538	13	16
Pep_9	sp|Q3T906|GNPTA_HUMAN	6.5	100.000	6	16
Pep_9	sp|O95150|TNF15_HUMAN	7.6	85.714	7	16
Pep_10	sp|Q9NS56|TOPRS_HUMAN	1.6	70.000	10	16
Pep_10	sp|Q8IWQ3|BRSK2_HUMAN	3.3	70.000	10	16
Pep_10	sp|P21439|MDR3_HUMAN	3.4	77.778	9	16
Pep_10	sp|O00763|ACACB_HUMAN	3.6	77.778	9	16
Pep_10	sp|Q2NKX8|ERC6L_HUMAN	4.9	61.538	13	16
Pep_11	sp|O14548|CO72L_HUMAN	0.93	70.000	10	15
Pep_11	sp|Q8TDZ2|MICA1_HUMAN	1.7	77.778	9	15
Pep_11	sp|Q8WXF1|PSPC1_HUMAN	1.7	50.000	20	15
Pep_11	sp|Q86YJ7|AN13B_HUMAN	5.5	85.714	7	15
Pep_11	sp|Q96JP2|MY15B_HUMAN	5.6	66.667	12	15
Pep_12	sp|Q96CC6|RHDF1_HUMAN	1.0	61.538	13	16
Pep_12	sp|Q9P225|DYH2_HUMAN	3.1	87.500	8	16
Pep_12	sp|Q12996|CSTF3_HUMAN	3.2	80.000	10	16
Pep_12	sp|Q63HN8|RN213_HUMAN	3.2	85.714	7	16
Pep_13	sp|Q96QI5|HS3S6_HUMAN	3.5	60.000	10	15
Pep_13	sp|Q9Y278|HS3S2_HUMAN	3.5	60.000	10	15
Pep_13	sp|Q9Y661|HS3S4_HUMAN	3.5	60.000	10	15
Pep_13	sp|P13942|COBA2_HUMAN	3.5	85.714	7	15
Pep_13	sp|Q96PP9|GBP4_HUMAN	4.1	100.000	6	15
Pep_14	sp|Q0VAM2|RGF1B_HUMAN	2.0	66.667	9	16
Pep_14	sp|Q70CQ2|UBP34_HUMAN	3.7	85.714	7	16
Pep_14	sp|Q9Y5K2|KLK4_HUMAN	4.6	75.000	8	16
Pep_14	sp|P02679|FIBG_HUMAN	8.9	70.000	10	16
Pep_15	sp|Q15018|ABRX2_HUMAN	2.1	57.143	14	16
Pep_15	sp|Q6WKZ4|RFIP1_HUMAN	2.2	87.500	8	16
Pep_15	sp|Q13433|S39A6_HUMAN	4.6	66.667	12	16
Pep_15	sp|Q96RJ6|FER3L_HUMAN	5.2	77.778	9	16
Pep_15	sp|Q3T8J9|GON4L_HUMAN	5.4	77.778	9	16
